name,coordinates,class,AgroClimaticZone
18186,"87.3682295,22.462118",2,7
18187,"88.4796995,22.760967",2,3
18188,"87.7147165,23.0817325",2,7
18189,"87.996077,22.8654715",2,3
1819,"78.891163,17.5230485",2,10
18190,"87.0032065,22.4577375",2,7
18191,"87.7996895,22.8754825",2,3
18192,"88.810986,26.551912",2,2
18193,"87.195452,23.3890695",2,7
18194,"88.082427,23.737232",2,3
18195,"88.387817,22.3810475",2,3
18196,"87.961365,23.535814",2,3
18197,"88.052685,23.429421",2,3
18198,"88.1551755,22.378746",2,3
18199,"88.486284,23.4581425",2,3
182,"77.107279,13.3273905",2,10
1820,"78.516717,17.5283735",1,10
18200,"87.019606,22.935583",2,7
18201,"88.3618885,22.9356865",2,3
18202,"88.2161475,24.15188",2,3
18203,"86.1522555,23.404982",2,7
18204,"88.5508935,22.3433665",2,3
18205,"87.384629,23.4975205",2,3
18206,"88.076864,23.181465",2,3
18207,"88.0315355,23.027606",2,3
18208,"88.5542645,22.6447285",2,3
18209,"88.108859,22.480404",2,3
1821,"80.0058225,17.5969295",1,10
18210,"88.516726,26.7672375",2,2
18211,"88.307632,24.3271455",1,3
18212,"88.531114,26.6273865",2,2
18213,"88.415897,22.5691445",2,3
18214,"87.9916945,23.9988575",2,3
18215,"88.3553965,23.0620625",2,3
18216,"87.00854,22.453819",2,7
18217,"88.290237,22.6701645",2,3
18218,"87.888437,23.31382",2,3
18219,"87.3665705,23.5796425",2,3
1822,"80.708287,17.602496",2,10
18220,"86.9290645,23.702745",1,3
18221,"88.2751645,24.117674",2,3
18222,"87.11781,23.6414375",2,3
18223,"87.1387955,23.7278025",2,3
18224,"87.6605815,23.9378735",2,3
18225,"88.418089,22.5313875",2,3
18226,"88.1345965,23.0378425",2,3
18228,"87.9308825,23.3283645",2,3
18229,"88.051872,23.6310635",2,3
1823,"78.0734085,17.608965",1,10
18231,"88.028643,23.425404",2,3
18232,"88.289629,22.7991215",2,3
18233,"88.344031,22.4909855",2,3
18234,"87.338107,23.539884",2,3
18235,"87.688132,23.459629",2,3
18236,"88.631401,22.5642225",2,3
18238,"87.4880175,23.9151005",2,3
18239,"88.2155665,23.9830725",2,3
1824,"80.700625,17.609948",2,10
18240,"87.702778,23.174371",2,3
18241,"88.1386235,23.5733395",1,3
18242,"88.2798335,23.0257075",2,3
18243,"87.1362935,23.6353205",2,3
18244,"88.5054085,22.8060535",2,3
18245,"87.9955895,23.0687435",2,3
18246,"87.0835305,23.6005315",2,3
18247,"88.442211,26.6350085",2,2
18248,"87.267583,23.7183295",2,3
18249,"87.5972275,23.1847095",2,7
1825,"78.085522,17.6136665",1,10
18250,"88.7381795,26.8735765",2,2
18251,"87.6934895,23.1075365",2,7
18252,"88.3288465,26.735253",2,2
18253,"87.2924145,22.3637175",2,7
18254,"87.8554445,23.1307715",2,3
18255,"87.9675665,22.3378805",2,3
18256,"87.22414,23.623171",2,3
18257,"87.994737,23.4833295",2,3
18258,"88.2961585,22.987104",2,3
18259,"88.3682645,22.3374115",2,3
1826,"78.0860365,17.628576",1,10
18260,"88.664919,26.503198",2,2
18261,"88.7024775,26.4470135",2,2
18262,"88.362313,22.8659505",1,3
18263,"88.029686,22.653672",2,3
18264,"87.558216,23.3660055",2,3
18265,"88.5166125,22.8222045",2,3
18266,"87.9581565,22.4556745",1,3
18267,"87.3853075,23.7572625",2,3
18268,"87.28047,23.6132365",2,3
18269,"88.447424,22.783605",2,3
1827,"75.9214895,17.653062",1,9
18270,"86.922859,23.65322",2,3
18271,"88.3267585,22.9303575",2,3
18272,"87.014861,22.4511045",2,7
18273,"89.4147605,26.3093785",2,2
18274,"88.250855,22.5343895",1,3
18275,"88.203476,22.488125",2,3
18276,"87.4248875,22.828246",2,7
18277,"88.097868,23.738625",2,3
18278,"88.253432,22.4504535",2,3
18279,"88.196102,22.513867",2,3
1828,"82.630999,17.66144",2,11
18280,"88.476934,22.4370995",2,3
18281,"87.020469,23.216669",2,7
18282,"88.522772,23.4299225",2,3
18283,"87.370087,23.8312095",2,3
18284,"88.4853315,23.0019705",2,3
18285,"88.535094,22.7677745",2,3
18286,"88.024366,24.3019485",2,3
18287,"87.387429,23.7828415",2,3
18288,"88.2740645,24.05486",2,3
18289,"87.071548,23.7176135",2,3
1829,"75.337683,17.671713",2,9
18290,"87.9666575,24.010174",1,3
18291,"87.403536,23.5699775",2,3
18292,"86.1200785,23.5516305",2,7
18293,"88.095793,25.5884065",2,3
18294,"88.109595,23.520237",2,3
18295,"88.1146965,25.5958845",2,3
18296,"88.485437,22.5609945",2,3
18297,"87.5938615,22.760814",2,7
18298,"88.3568655,22.7147375",2,3
18299,"88.3570055,26.7944585",2,2
183,"78.055368,13.394181",2,10
1830,"83.188498,17.678407",1,11
18300,"88.053189,22.759825",2,3
18301,"88.13521,22.5241055",2,3
18302,"87.343233,22.4140345",2,7
18303,"88.161618,22.3806555",2,3
18304,"89.4744115,26.1328425",2,2
18305,"86.930446,23.6369735",2,3
18306,"88.733622,26.543468",2,2
18307,"88.758881,26.5768015",2,2
18308,"88.9857465,26.571258",2,2
18309,"88.0270555,23.681021",2,3
1831,"83.197995,17.68016",1,11
18310,"88.4657195,22.4446415",2,3
18311,"87.260815,23.491307",2,7
18312,"88.343796,26.6969685",2,2
18313,"88.040117,23.3700865",2,3
18314,"88.666835,26.4853095",2,2
18315,"88.706722,26.5749315",2,2
18316,"88.243797,22.774527",2,3
18317,"88.0063725,23.436896",2,3
18318,"85.9560725,23.3573345",1,7
18319,"85.9815955,23.3472145",2,7
1832,"83.241062,17.683532",1,11
18320,"87.5944015,23.180794",2,7
18321,"87.6988045,23.194524",2,3
18322,"87.955619,22.450888",2,3
18323,"88.403356,22.9352295",1,3
18324,"89.408714,26.686059",2,2
18325,"88.0689245,24.4784715",2,3
18326,"87.555803,23.131674",2,7
18327,"87.6803315,23.95971",1,3
18328,"88.107655,23.1620865",2,3
18329,"87.9894425,22.943297",2,3
1833,"75.9208585,17.6850685",1,9
18330,"87.3514515,23.8027525",2,3
18331,"87.9006625,23.423807",2,3
18332,"87.664663,23.5375425",2,3
18333,"87.917264,23.4609425",2,3
18334,"88.11641,23.7878515",2,3
18335,"88.748159,26.5412895",2,2
18336,"86.081744,23.5292845",2,7
18337,"87.4204475,22.283833",2,7
18338,"88.5772505,23.1779945",2,3
18339,"88.3970535,22.8378935",1,3
1834,"75.9318255,17.687368",1,9
18340,"88.2940015,23.039214",2,3
18341,"87.9011365,23.8421425",2,3
18342,"86.071737,26.525227",2,4
18343,"86.3787685,24.7947885",2,4
18344,"85.663571,26.3639015",2,4
18345,"76.8071415,30.7064825",2,6
18346,"76.7417065,30.770865",2,6
18347,"81.2299695,21.0630185",2,7
18348,"83.134666,21.9633675",2,7
18349,"81.1892315,21.091654",2,7
1835,"83.168397,17.688362",1,11
18350,"83.079366,21.5911085",2,7
18351,"81.3514515,21.321282",2,7
18352,"83.2319605,23.132388",2,7
18353,"81.202806,21.344112",2,7
18354,"81.538649,21.3706705",2,7
18355,"81.3138005,21.3265095",2,7
18356,"81.6113075,21.1936165",2,7
18357,"81.5966285,21.2149395",2,7
18358,"81.2301385,21.0969585",2,7
18359,"81.684492,21.0677335",1,7
1836,"75.9295105,17.6946335",1,9
18360,"82.5363125,22.3359765",2,7
18361,"82.7678145,22.382335",2,7
18362,"81.7579465,21.2603385",1,7
18363,"81.7088515,22.0776285",2,7
18364,"81.6045985,21.2470755",1,7
18365,"82.0204735,19.1276365",2,7
18366,"81.4812985,21.208223",2,7
18367,"81.7943995,21.2889105",2,7
18368,"81.9606085,19.0775895",2,7
18369,"81.4716415,21.0302775",2,7
1837,"83.19968,17.6951445",1,11
18370,"83.403789,21.840358",2,7
18371,"81.629851,21.3921205",2,7
18372,"82.652656,22.3938635",2,7
18373,"81.3137745,21.162166",2,7
18374,"81.5908775,21.10598",2,7
18375,"82.6687635,22.397831",2,7
18376,"81.9660725,19.12421",2,7
18377,"82.079189,19.0244605",2,7
18378,"81.6538935,21.148406",2,7
18379,"83.356853,21.940545",2,7
1838,"83.1876505,17.697308",1,11
18380,"81.868228,20.939214",2,7
18381,"81.571364,20.746477",2,7
18382,"83.087155,21.6021405",2,7
18383,"81.6193025,21.3427885",2,7
18384,"81.4762915,21.2069045",2,7
18385,"83.167311,22.4489465",2,7
18386,"81.6876715,21.2202205",2,7
18387,"81.708898,21.279357",1,7
18388,"82.1834625,22.0817055",2,7
18389,"81.979219,19.062686",2,7
1839,"83.206769,17.704278",2,11
18390,"83.3483375,21.845058",2,7
18391,"81.6668205,21.375515",2,7
18392,"81.5146265,21.2790755",2,7
18393,"81.3305335,21.089909",2,7
18394,"81.184055,21.160606",2,7
18395,"81.2550085,21.343102",2,7
18396,"82.095461,19.082875",2,7
18397,"81.207406,21.3144485",2,7
18398,"81.3449695,21.28558",2,7
18399,"81.7688295,21.1953585",2,7
184,"78.062957,13.398771",1,10
18400,"81.591079,20.7120665",2,7
18401,"81.579722,20.665496",2,7
18402,"81.7002855,21.295911",2,7
18403,"81.2576795,21.0978435",2,7
18404,"81.6160985,21.090119",2,7
18405,"82.670798,22.3597395",2,7
18406,"81.651283,21.1036145",2,7
18407,"81.409216,21.396588",2,7
18408,"81.701941,21.4111365",2,7
18409,"81.2350815,21.0180645",2,7
1841,"83.314735,17.7239375",1,11
18410,"81.5814425,21.3477105",2,7
18411,"81.5106615,21.1484845",2,7
18412,"81.3016855,21.2734385",2,7
18413,"81.7475795,21.1263715",2,7
18414,"81.8424565,20.9498325",2,7
18415,"81.1906105,21.315921",2,7
18416,"82.1824325,22.2710895",2,7
18417,"81.5063825,21.2297105",2,7
18418,"81.254908,21.3555575",2,7
18419,"81.7183755,21.3365475",2,7
1842,"83.301119,17.7348205",1,11
18420,"83.435847,21.920154",2,7
18421,"81.522072,20.7327275",2,7
18422,"81.6000225,21.316025",2,7
18423,"81.6839895,22.0826935",2,7
18424,"83.366114,21.8501105",2,7
18425,"81.5059865,21.1738335",2,7
18426,"81.2298765,21.1130845",2,7
18427,"81.3845895,21.3546545",2,7
18428,"81.2143415,21.356618",2,7
18429,"81.3947995,21.1265655",2,7
1843,"78.2809835,17.7366835",1,10
18430,"81.222892,21.0834415",2,7
18431,"83.356229,21.8514395",2,7
18432,"82.645137,22.389124",2,7
18433,"82.7643525,22.334582",2,7
18434,"81.9687165,19.0648415",2,7
18435,"81.3829665,21.2785705",2,7
18436,"81.7481735,21.259548",2,7
18437,"81.6716165,21.0637415",2,7
18438,"81.3964715,21.0856375",2,7
18439,"81.6183905,21.0639425",2,7
1844,"83.218651,17.7446955",2,11
18440,"83.1788405,22.4397095",2,7
18441,"81.959139,22.759365",2,7
18442,"81.6291085,21.068197",2,7
18443,"77.1239655,28.788921",2,6
18444,"76.945306,28.809899",2,6
18445,"77.1737575,28.7501685",2,6
18446,"77.1240405,28.4981635",2,6
18447,"77.1646675,28.4290285",2,6
18448,"77.0602395,28.5997975",2,6
18449,"77.0019515,28.58955",1,6
1845,"76.276547,17.8133155",2,9
18450,"77.059078,28.5643425",1,6
18451,"76.962088,28.624172",2,6
18452,"76.927636,28.6080425",2,6
18453,"77.031257,28.7056385",2,6
18454,"77.072714,28.561018",2,6
18455,"76.896418,28.548828",2,6
18456,"77.0417945,28.7422365",2,6
18457,"77.1340805,28.8090445",2,6
18458,"76.903479,28.6249755",2,6
18459,"76.9067645,28.5877105",2,6
1846,"76.638744,17.836844",2,9
18460,"77.174576,28.528255",2,6
18461,"77.106473,28.7554435",1,6
18462,"77.0552965,28.730283",1,6
18463,"77.0802405,28.8189645",2,6
18464,"77.228281,28.448286",2,6
18465,"76.978628,28.5606515",2,6
18466,"77.0212175,28.592679",2,6
18467,"77.040491,28.53971",2,6
18468,"77.2508805,28.7447025",2,6
18469,"77.19898,28.642195",2,6
1847,"77.5103105,17.892108",2,10
18470,"77.023768,28.7662155",2,6
18471,"77.152703,28.5172305",2,6
18472,"77.0313455,28.7246",2,6
18473,"77.012279,28.662765",2,6
18474,"77.185357,28.5350645",2,6
18475,"77.0046885,28.7804485",2,6
18476,"76.9860445,28.6892125",1,6
18477,"76.990008,28.642272",2,6
18478,"77.151398,28.4381605",2,6
18479,"77.1350835,28.4451065",2,6
1848,"77.5301145,17.8974885",2,10
18480,"77.252954,28.621976",2,6
18481,"76.9709155,28.7469675",2,6
18482,"76.943892,28.7586275",2,6
18483,"77.116966,28.7627525",2,6
18484,"77.2473695,28.6592765",1,6
18485,"76.919672,28.588268",2,6
18486,"77.1602975,28.6429765",2,6
18487,"76.968418,28.660516",2,6
18488,"77.1435905,28.8405495",2,6
18489,"77.207575,28.455638",2,6
1849,"83.42924,17.932691",1,11
18490,"76.981968,28.5687095",2,6
18491,"77.232506,28.7112345",2,6
18492,"76.989581,28.57131",2,6
18493,"76.956826,28.6287835",2,6
18494,"73.796694,15.400787",2,12
18495,"74.11228,14.910894",2,12
18496,"73.923258,15.249761",2,12
18497,"73.9514865,15.2729665",2,12
18498,"70.056881,22.450707",2,13
18499,"72.90791,23.6112115",2,13
185,"78.051756,13.4037605",1,10
1850,"73.893545,17.9527235",1,9
18500,"70.9987805,22.344015",2,13
18501,"72.904051,20.5973865",2,13
18502,"72.872062,22.777266",2,13
18503,"71.6742775,22.1475705",2,13
18504,"72.9125165,20.9732495",2,13
18505,"73.4535265,22.348386",2,13
18506,"70.5430985,21.600005",2,13
18507,"77.6271395,30.476376",2,1
18508,"76.853411,30.8987145",2,1
18509,"77.2763975,30.5549795",2,1
1851,"79.5990495,17.9559905",2,10
18510,"76.852838,30.9081805",2,1
18511,"76.7899145,30.931529",2,1
18512,"77.600208,30.4566335",1,1
18513,"76.923698,30.851548",2,6
18514,"76.729162,31.033567",2,1
18515,"77.667587,30.601329",2,1
18516,"76.9245445,30.8577875",2,1
18517,"77.10295,30.912009",2,1
18518,"76.865106,30.8856535",2,1
18519,"76.871732,30.910459",2,1
1852,"79.650589,17.958701",1,10
18520,"76.947104,30.8339015",2,1
18521,"76.8249545,30.908872",2,1
18522,"77.6561205,30.5973715",2,1
18523,"76.7613965,30.9153385",2,1
18524,"76.8236955,30.93505",2,1
18525,"77.1161205,30.9151635",1,1
18526,"77.295283,30.5706985",2,1
18527,"76.4887335,31.3080885",2,1
18528,"76.6593755,31.1327295",2,1
18529,"77.2861405,30.563284",2,1
1853,"79.6068205,17.981031",1,10
18530,"77.707196,30.4936125",2,1
18531,"76.4913205,31.302847",2,1
18532,"76.777056,30.9152185",2,1
18533,"76.139321,32.5573985",2,1
18534,"75.6597205,32.239454",2,1
18535,"77.300373,30.5428385",2,1
18536,"76.7334365,31.0377015",2,1
18537,"76.9564905,30.854403",2,1
18538,"76.955926,30.8288825",2,1
18539,"76.7906,30.9420025",2,1
1854,"74.4353675,17.9839865",2,9
18540,"86.205976,22.8642625",2,7
18541,"85.4111225,23.404535",2,7
18542,"85.312293,23.6623805",2,7
18543,"86.5148335,23.809909",2,7
18544,"85.191577,23.487914",2,7
18545,"87.22967,24.853325",2,7
18546,"85.787747,22.5800245",2,7
18547,"85.349355,23.5965485",2,7
18548,"86.442368,23.813879",2,7
18549,"86.1696305,23.827041",2,7
1855,"74.4327295,17.995299",1,9
18550,"85.3851465,23.6156955",2,7
18551,"84.866308,24.2579465",2,7
18552,"86.287251,22.7859145",2,7
18553,"85.347748,23.4426325",2,7
18554,"85.985162,23.660618",2,7
18555,"84.133606,24.1121555",2,7
18556,"85.066586,23.6885845",2,7
18557,"87.0721575,24.604504",2,7
18558,"85.419147,23.328398",2,7
18559,"84.1120495,23.854042",2,7
1856,"79.5621305,18.005037",1,10
18560,"83.8935505,24.22861",2,7
18561,"83.9214235,24.1012235",2,7
18562,"84.9704555,23.6762195",2,7
18563,"85.378849,23.3218125",2,7
18564,"86.804667,24.20783",2,7
18565,"85.141048,23.382139",2,7
18566,"86.312269,22.7386955",2,7
18567,"87.4063335,24.77413",2,7
18568,"86.241254,23.5662275",2,7
18569,"85.660129,23.950012",2,7
1857,"79.620419,18.01372",2,10
18570,"84.9764275,23.6584735",2,7
18571,"85.2773315,23.042943",2,7
18572,"83.790068,24.175619",2,7
18573,"85.5897435,23.1824645",2,7
18574,"86.7418535,24.4784675",2,7
18575,"85.3292845,23.964447",2,7
18576,"85.5141365,23.3799055",2,7
18577,"85.461861,23.4625865",2,7
18578,"84.901402,24.2011085",2,7
18579,"85.384507,23.4923705",2,7
1858,"79.609925,18.040162",2,10
18580,"85.3018965,23.6083585",2,7
18581,"86.098973,23.7262915",2,7
18582,"87.6178065,24.897511",2,7
18583,"86.3947325,23.828938",2,7
18584,"86.629972,24.23959",2,7
18585,"85.1838415,23.5271665",2,7
18586,"86.4304185,23.8317265",2,7
18587,"86.3785315,23.805286",2,7
18588,"87.2014095,24.7932965",2,7
18589,"83.8036595,24.1846325",2,7
1859,"78.429121,18.044749",1,10
18590,"86.050713,22.9428695",2,7
18591,"85.3064025,23.99983",2,7
18592,"86.287346,22.697294",2,7
18593,"86.261771,23.750074",2,7
18594,"85.3799465,23.2356835",2,7
18595,"84.289178,24.5445525",2,7
18596,"86.14419,22.5855735",2,7
18597,"86.5254965,23.7885155",2,7
18598,"86.662715,24.42628",2,7
18599,"85.226391,23.3166575",2,7
186,"79.595148,13.422399",1,10
1860,"79.611641,18.045256",2,10
18600,"85.452416,23.249476",2,7
18601,"86.0582345,22.951661",2,7
18602,"85.5364185,23.6503215",2,7
18603,"85.2512175,23.393881",2,7
18604,"86.2474475,22.8654235",2,7
18605,"85.2454125,23.1777605",2,7
18606,"85.1324915,23.472032",2,7
18607,"86.329427,22.7449765",2,7
18608,"86.7043845,23.7723865",2,7
18609,"85.426972,23.4872445",2,7
1861,"74.4846905,18.057606",1,9
18610,"86.0490815,23.6982265",2,7
18611,"84.060319,24.0066375",2,7
18612,"87.2342085,24.237595",2,7
18613,"86.1985145,23.520789",2,7
18614,"85.30384,23.4101565",2,7
18615,"85.23239,23.2546665",2,7
18616,"86.57361,22.5358595",2,7
18617,"87.3892885,24.773468",2,7
18618,"86.340404,24.1695625",2,7
18619,"86.1891515,22.6819525",2,7
1862,"79.210853,18.1364855",2,10
18620,"87.3233265,24.824053",2,7
18621,"77.507355,13.3945355",2,10
18622,"77.7428125,12.859433",2,10
18623,"77.766428,12.8793915",2,10
18624,"77.226757,12.9239995",2,10
18625,"75.1925045,15.3821285",2,10
18626,"75.6467895,13.9051005",2,12
18627,"77.822508,13.336199",2,10
18628,"77.2509105,13.1496455",2,10
18629,"76.137979,15.3578465",2,10
1863,"74.596884,18.1642135",1,9
18630,"76.5762205,12.2437205",2,10
18631,"75.954628,13.6185865",2,12
18632,"77.396618,12.839489",1,10
18633,"77.228436,13.634677",2,10
18634,"75.348493,14.9592135",2,10
18635,"77.8043075,13.0444",2,10
18636,"76.6170215,12.361803",1,10
18637,"76.650922,13.9332105",2,10
18638,"76.6916875,12.218067",2,10
18639,"77.275857,14.134601",2,10
1864,"75.6780605,18.238688",1,9
18640,"74.90201,12.908879",2,12
18641,"75.821524,14.5203535",2,10
18642,"75.781293,13.3621325",2,12
18643,"77.246943,13.1904935",2,10
18644,"77.909982,13.173643",2,10
18645,"77.2071645,13.2133225",2,10
18646,"76.3209265,12.2869275",2,10
18647,"77.3450615,12.6960315",2,10
18648,"77.4841585,12.6398305",2,10
18649,"76.462702,12.3730205",2,10
1865,"75.6979175,18.2448515",2,9
18650,"77.702629,13.1771655",2,10
18651,"77.1333225,13.3174175",1,10
18652,"76.42035,15.3042025",2,10
18653,"77.219255,13.083236",2,10
18654,"77.156102,17.124456",2,10
18655,"76.520652,12.4336495",2,10
18656,"77.4414555,17.2789535",2,10
18657,"77.492439,12.9413555",1,10
18658,"77.220059,13.0734565",2,10
18659,"77.3710515,12.847462",2,10
1866,"75.454856,18.2728995",1,9
18660,"76.4312075,14.2742105",2,10
18661,"77.5537025,12.7682345",2,10
18662,"75.5780905,14.1374035",2,10
18663,"75.7273175,15.6926355",2,10
18664,"74.835505,14.6576995",2,12
18665,"77.228697,12.734393",2,10
18666,"77.2534515,13.050437",2,10
18667,"75.134481,15.4721535",2,10
18668,"76.7616245,12.272338",2,10
18669,"74.8646215,12.8015685",2,12
1867,"83.894835,18.2791455",1,11
18670,"78.116789,13.187881",2,10
18671,"77.3749255,13.1380965",2,10
18672,"75.4618805,15.4313505",2,10
18673,"76.508691,16.149622",2,10
18674,"74.9438095,12.8799465",2,12
18675,"77.442768,17.9033515",2,10
18676,"77.2091855,12.610381",2,10
18677,"76.5687355,12.3806475",2,10
18678,"77.2944365,13.156041",2,10
18679,"77.177684,13.0207145",2,10
1868,"83.899844,18.280709",2,11
18680,"77.8867065,12.9147555",2,10
18681,"76.528375,13.5823095",2,10
18682,"76.9537435,17.1634225",2,10
18683,"77.5908855,13.0828005",2,10
18684,"77.8321555,13.125828",2,10
18685,"75.1972725,15.3054005",2,10
18686,"75.7354555,16.8373985",2,10
18687,"77.282223,12.774887",2,10
18688,"77.5597885,18.0004365",2,10
18689,"76.8482075,12.5151605",2,10
1869,"77.110691,18.3881875",2,9
18690,"77.5224065,12.5744405",2,10
18691,"77.995916,12.9442845",2,10
18692,"74.9846585,15.5147015",2,10
18693,"77.3574985,12.9145515",2,10
18694,"77.442948,13.275797",2,10
18695,"77.540202,12.677817",2,10
18696,"76.2878185,13.8039515",2,10
18697,"77.6964655,12.9560305",1,10
18698,"77.412974,16.1555825",2,10
18699,"77.2138615,13.6532595",2,10
187,"79.443892,13.6099185",2,10
1870,"77.1198175,18.3902445",1,9
18700,"75.760474,16.864953",2,10
18701,"77.9301705,13.1869385",2,10
18702,"75.9117055,14.4294025",2,10
18703,"75.0471225,14.162803",2,12
18704,"77.861625,13.142793",2,10
18705,"77.6855065,12.9961485",1,10
18706,"76.8023905,12.3036875",2,10
18707,"75.9510525,12.471926",2,12
18708,"77.0835075,13.3546625",2,10
18709,"75.6394855,14.581387",2,10
1871,"83.921545,18.391539",2,11
18710,"77.640857,12.851714",1,10
18711,"74.8648725,12.940936",2,12
18712,"78.069516,13.403419",2,10
18713,"77.251269,12.9167775",2,10
18714,"77.2051075,12.7590055",2,10
18715,"74.3896805,16.4245355",2,10
18716,"76.9354975,12.5645125",2,10
18717,"76.1618865,15.38542",2,10
18718,"77.4240425,12.5348325",2,10
18719,"75.119992,14.7449995",2,10
1872,"76.583555,18.392022",1,9
18720,"75.733327,16.7389605",2,10
18721,"77.2483225,13.0295475",2,10
18722,"77.145775,12.93473",2,10
18723,"77.022899,8.4826605",2,12
18724,"75.645636,11.6161505",2,12
18725,"76.5459155,9.620084",2,12
18726,"76.719456,9.1468605",2,12
18727,"77.0259145,8.6077845",2,12
18728,"77.0164105,8.525922",2,12
18729,"76.3366495,9.958961",2,12
1873,"76.5895855,18.3946965",1,9
18730,"75.375692,11.8739165",1,12
18731,"76.35631,9.978226",2,12
18732,"77.0365595,8.5284025",2,12
18733,"76.327638,9.4786925",2,12
18734,"76.7474155,10.7013815",2,12
18735,"76.576849,9.3965245",2,12
18736,"76.565341,9.387226",2,12
18737,"76.6120235,10.7587225",2,12
18739,"76.28617,10.5589065",2,12
1874,"76.5989145,18.4019655",2,9
18740,"76.2692485,10.4872915",2,12
18742,"77.0570535,10.088172",2,12
18743,"75.7696215,11.274953",2,12
18744,"76.729958,10.760574",2,12
18745,"76.6590205,10.6891525",2,12
18746,"77.00808,8.6086345",2,12
18747,"77.0082535,8.4609915",2,12
18748,"76.763979,9.273564",2,12
18749,"76.2616685,10.507156",2,12
1875,"73.155803,18.430212",2,12
18750,"76.8032775,8.7141055",2,12
18751,"76.6676765,10.6846145",2,12
18752,"76.692898,9.3276055",2,12
18753,"76.277262,10.5460755",2,12
18754,"75.6971755,11.6134255",2,12
18755,"76.4533245,10.994871",2,12
18756,"76.2307975,10.018838",2,12
18757,"76.367749,9.459725",2,12
18758,"76.366451,9.950123",2,12
18759,"75.975743,11.265579",2,12
1876,"79.125445,18.433988",1,10
18760,"76.9465795,8.4529625",2,12
18761,"75.854135,11.469468",2,12
18762,"75.651836,11.654046",2,12
18763,"75.674326,11.6672805",2,12
18764,"75.7825215,11.2786215",2,12
18765,"76.5954555,8.9468905",2,12
18766,"76.7729495,10.7320485",2,12
18767,"76.2238365,10.4218495",2,12
18768,"76.4900375,9.592424",2,12
18769,"76.2510375,10.4856875",2,12
1877,"73.813744,18.4431095",1,9
18770,"76.1286785,11.0980825",2,12
18771,"77.012337,8.3803325",2,12
18772,"76.6493955,8.8312155",2,12
18773,"76.354991,10.0815915",2,12
18774,"76.724931,9.9005305",1,12
18775,"76.5658165,8.8892745",2,12
18776,"76.766667,9.2570415",2,12
18777,"76.2549775,10.4541725",2,12
18779,"76.1300315,10.5485415",2,12
1878,"73.811689,18.447663",2,9
18780,"76.364199,9.9854595",2,12
18781,"75.673018,11.5755225",2,12
18782,"75.696638,11.5706785",2,12
18783,"76.8292995,8.7037615",2,12
18784,"77.0019135,8.4091555",2,12
18785,"75.5982355,11.6873645",2,12
18786,"76.291521,10.5228695",2,12
18787,"77.03294,8.4548225",2,12
18788,"77.0345445,8.393059",2,12
18789,"76.2980065,10.3746695",2,12
1879,"73.854809,18.4727345",1,9
18790,"76.0101015,10.9837785",2,12
18791,"76.980628,8.4957585",2,12
18792,"77.0079605,8.4162705",2,12
18793,"75.889113,11.5425275",2,12
18794,"76.7915395,8.9903365",2,12
18795,"76.2453905,10.9827545",2,12
18796,"76.9333075,8.556862",2,12
18797,"75.0931275,12.315103",2,12
18798,"75.931255,11.2755085",2,12
18799,"76.323761,9.9072765",2,12
188,"79.4253155,13.6284",1,10
1880,"73.871252,18.4798575",2,9
18800,"75.735253,11.4676415",2,12
18801,"76.001412,11.2548005",2,12
18802,"76.494474,9.1220295",2,12
18803,"77.0663895,8.4895645",2,12
18804,"76.9878575,8.5950365",2,12
18805,"76.3796185,10.1963325",2,12
18806,"76.489866,9.6088655",2,12
18807,"76.6785695,10.7979915",2,12
18808,"76.2407235,9.983854",2,12
18809,"76.1952145,10.4821445",2,12
1881,"73.928056,18.4852305",1,9
18810,"76.9850795,8.5345245",2,12
18811,"76.0699995,11.4075185",2,12
18812,"76.372429,10.0944815",2,12
18813,"77.0036235,8.5121315",2,12
18814,"76.3793155,9.965657",2,12
18815,"76.391037,10.1632785",2,12
18817,"75.6886535,11.4509075",2,12
18818,"76.6097485,10.7442045",2,12
18819,"76.9320215,9.0141595",2,12
1882,"73.871796,18.493987",1,9
18820,"76.878954,8.603631",2,12
18821,"76.6750715,10.809021",2,12
18822,"76.2506145,10.4656985",2,12
18823,"76.1910025,10.5798005",2,12
18824,"76.9818095,8.588654",2,12
18825,"75.7047875,11.4408215",2,12
18826,"76.9928615,8.549122",2,12
18827,"76.5820675,8.9192565",2,12
18828,"76.250021,11.664643",2,12
18829,"76.7830475,9.0149755",2,12
1883,"73.837463,18.497249",2,9
18830,"76.217726,10.459335",2,12
18831,"76.9879035,8.46484",2,12
18832,"75.3641425,12.034312",2,12
18833,"77.0119395,8.4016635",2,12
18834,"76.8608665,8.5687565",2,12
18835,"76.52963,9.558513",2,12
18836,"75.671671,11.5335265",2,12
18837,"76.1296395,10.464825",2,12
18838,"76.9308015,8.5935105",2,12
18839,"76.1761835,10.7842585",2,12
1884,"73.853455,18.4992685",2,9
18840,"76.944882,8.5993605",2,12
18841,"76.0681035,10.6309575",2,12
18842,"76.5004555,9.5791355",2,12
18843,"75.7862875,11.305679",2,12
18844,"76.5699745,9.9630065",2,12
18845,"76.89584,8.5419895",2,12
18846,"76.3415795,10.0257875",2,12
18847,"75.681944,11.6065435",2,12
18848,"80.7187115,23.62785",2,7
18849,"76.004681,22.5686435",2,9
1885,"73.8478645,18.5070925",2,9
